,序号,股票代码,股票简称,相关,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业
34,3335,600858,银座股份,详细  数据  股吧,5.34,-3.78,45.74,76.72,1.17,-,0.48,17.67,商业百货
35,3336,600859,王府井,详细  数据  股吧,22.53,-2.09,18.21,19.04,1.29,0.04,2.02,11.72,商业百货
36,3337,600860,京城股份,详细  数据  股吧,17.79,5.33,-,-,12.76,-,7.1,-145.76,通用设备
37,3338,600861,北京城乡,详细  数据  股吧,17.46,-1.97,-,-,2.54,-,8.0,105.83,商业百货
38,3339,600862,中航高科,详细  数据  股吧,23.51,1.34,50.75,55.38,6.39,1.38,8.24,53.93,航天航空
39,3340,600863,内蒙华电,详细  数据  股吧,3.6,-2.7,30.27,51.96,1.7,0.05,1.14,7.12,电力行业
40,3341,600864,哈投股份,详细  数据  股吧,4.48,-0.22,-,39.22,0.74,-,3.23,10.72,证券
41,3342,600865,百大集团,详细  数据  股吧,10.66,-3.79,47.02,35.58,1.73,-,15.62,47.5,商业百货
42,3343,600866,星湖科技,详细  数据  股吧,5.86,-1.18,45.70,40.67,2.45,-,3.58,22.67,食品饮料
43,3344,600867,通化东宝,详细  数据  股吧,10.17,-1.55,11.34,15.62,2.92,0.26,6.13,18.3,生物制品
44,3345,600868,梅雁吉祥,详细  数据  股吧,2.64,-0.38,299.54,557.18,2.13,-,12.94,-289.14,电力行业
45,3346,600869,远东股份,详细  数据  股吧,4.06,0.25,18.10,16.97,2.36,-,0.42,7.91,电网设备
46,3347,600870,*ST厦华,详细  数据  股吧,3.55,0.0,-,-,206.61,-,6.49,-13.53,互联网服务
47,3348,600871,石化油服,详细  数据  股吧,1.9,1.06,437.56,200.62,5.07,3.20,0.51,6.34,采掘行业
48,3349,600872,中炬高新,详细  数据  股吧,24.1,-1.27,26.47,25.88,4.81,-,3.69,19.97,食品饮料
49,3350,600873,梅花生物,详细  数据  股吧,9.06,-0.22,9.05,11.94,2.37,0.04,1.16,5.91,食品饮料
0,3351,600874,创业环保,详细  数据  股吧,6.66,-1.04,13.15,13.71,1.3,0.60,2.01,8.58,公用事业
1,3352,600875,东方电气,详细  数据  股吧,13.01,0.93,15.71,17.73,1.21,0.71,0.79,-9.43,电源设备
2,3353,600876,洛阳玻璃,详细  数据  股吧,18.65,1.63,53.03,45.51,3.05,-,3.2,-45.87,玻璃玻纤
3,3354,600877,声光电科,详细  数据  股吧,9.78,0.93,76.31,83.29,5.88,0.57,7.16,-302.36,半导体
4,3355,600879,航天电子,详细  数据  股吧,6.11,0.0,28.28,30.25,1.24,1.97,0.99,-22.3,航天航空
5,3356,600880,博瑞传播,详细  数据  股吧,5.21,0.19,77.86,72.60,1.89,-,8.32,65.87,教育
6,3357,600881,亚泰集团,详细  数据  股吧,2.55,-0.78,-,-,0.66,-,0.43,-38.53,水泥建材
7,3358,600882,妙可蓝多,详细  数据  股吧,33.6,0.03,88.53,112.32,3.97,0.53,3.6,57.45,食品饮料
8,3359,600883,博闻科技,详细  数据  股吧,7.37,-0.94,31.86,31.92,2.31,0.20,46.45,-377.83,水泥建材
9,3360,600884,杉杉股份,详细  数据  股吧,23.01,3.37,12.83,14.76,2.49,0.00,2.27,63.92,电子元件
10,3361,600885,宏发股份,详细  数据  股吧,53.19,4.23,35.67,37.28,6.11,1.28,3.77,31.23,电网设备
11,3362,600886,国投电力,详细  数据  股吧,10.09,-0.59,33.35,30.86,1.61,-,1.65,5.24,电力行业
12,3363,600887,伊利股份,详细  数据  股吧,37.62,0.8,25.63,27.66,4.71,1.15,2.11,16.22,食品饮料
13,3364,600888,新疆众和,详细  数据  股吧,8.33,0.73,10.32,13.16,1.54,0.06,1.32,12.19,有色金属
14,3365,600889,南京化纤,详细  数据  股吧,4.43,-1.34,-,-,1.36,-,3.49,-37.95,化纤行业
15,3366,600890,*ST中房,详细  数据  股吧,0.83,0.0,-,-,2.27,-,85.6,-15.04,房地产服务
16,3367,600892,大晟文化,详细  数据  股吧,4.81,3.44,-,-,17.31,0.01,12.26,466.45,游戏
17,3368,600893,航发动力,详细  数据  股吧,39.45,1.78,86.23,88.54,2.8,25.89,2.94,6.64,航天航空
18,3369,600894,广日股份,详细  数据  股吧,6.26,-0.48,8.73,8.34,0.64,-,0.68,-278.14,专用设备
19,3370,600895,张江高科,详细  数据  股吧,11.75,-2.33,-,24.57,1.71,28.94,9.11,-21.65,房地产开发
20,3371,600896,*ST海医,详细  数据  股吧,1.74,0.0,-,-,0.93,-,14.77,-13.22,医疗服务
21,3372,600897,厦门空港,详细  数据  股吧,14.7,-1.08,43.43,30.89,1.14,-,3.68,9.84,航空机场
22,3373,600898,国美通讯,详细  数据  股吧,8.67,10.03,-,-,20.72,-,9.88,-13.98,消费电子
23,3374,600900,长江电力,详细  数据  股吧,23.0,0.04,19.71,19.91,2.84,-,9.26,14.38,电力行业
24,3375,600901,江苏租赁,详细  数据  股吧,5.15,0.59,7.22,7.42,1.04,0.68,3.87,-8.29,多元金融
25,3376,600903,贵州燃气,详细  数据  股吧,6.89,-0.86,80.94,44.48,2.82,-,1.43,21.93,燃气
26,3377,600905,三峡能源,详细  数据  股吧,5.91,-0.84,25.60,29.98,2.38,0.39,9.69,19.79,电力行业
27,3378,600906,财达证券,详细  数据  股吧,7.37,0.0,43.69,35.15,2.13,1.65,10.07,-81.91,证券
28,3379,600908,无锡银行,详细  数据  股吧,5.67,0.18,6.35,6.68,0.77,0.30,2.37,1.31,银行
29,3380,600909,华安证券,详细  数据  股吧,4.2,0.0,14.58,13.85,1.03,1.03,5.82,-247.9,证券
30,3381,600916,中国黄金,详细  数据  股吧,10.88,-0.55,21.76,23.01,2.68,0.34,0.35,-105.93,珠宝首饰
31,3382,600917,重庆燃气,详细  数据  股吧,6.96,0.29,23.64,23.97,2.25,0.97,1.35,28.92,燃气
32,3383,600918,中泰证券,详细  数据  股吧,7.11,-0.28,17.99,15.48,1.39,0.58,3.95,5.53,证券
33,3384,600919,江苏银行,详细  数据  股吧,7.15,0.85,5.02,5.36,0.68,0.16,1.61,0.76,银行
34,3385,600926,杭州银行,详细  数据  股吧,14.1,0.0,8.32,9.03,1.12,0.26,2.74,-1.12,银行
35,3386,600927,永安期货,详细  数据  股吧,18.38,-0.16,26.49,20.48,2.3,1.82,0.7,3.52,多元金融
36,3387,600928,西安银行,详细  数据  股吧,3.67,-0.54,6.03,5.82,0.58,3.47,2.38,1.03,银行
37,3388,600929,雪天盐业,详细  数据  股吧,7.47,-0.13,20.69,25.10,1.98,0.04,1.88,16.43,化学原料
38,3389,600933,爱柯迪,详细  数据  股吧,12.95,4.27,38.88,36.03,2.4,-,3.38,22.5,汽车零部件
39,3390,600935,华塑股份,详细  数据  股吧,5.18,-0.77,23.06,23.13,2.77,0.87,2.57,14.75,化学原料
40,3391,600936,广西广电,详细  数据  股吧,3.28,-4.65,-,-,1.75,0.07,3.06,8.68,文化传媒
41,3392,600938,中国海油,详细  数据  股吧,15.82,0.7,8.32,10.63,1.45,0.00,2.63,4.58,石油行业
42,3393,600939,重庆建工,详细  数据  股吧,4.68,-8.06,31.60,32.56,1.16,21.38,0.16,62.17,工程建设
43,3394,600941,中国移动,详细  数据  股吧,65.08,0.02,11.83,11.99,1.12,0.00,1.59,4.4,通信服务
44,3395,600955,维远股份,详细  数据  股吧,27.79,0.14,8.21,7.11,1.83,0.04,1.63,6.87,化学原料
45,3396,600956,新天绿能,详细  数据  股吧,11.41,0.09,22.91,22.12,2.54,0.52,2.83,12.2,燃气
46,3397,600958,东方证券,详细  数据  股吧,8.93,1.02,17.15,14.13,1.26,0.13,3.4,-2.66,证券
47,3398,600959,江苏有线,详细  数据  股吧,3.26,-2.69,48.78,51.74,0.74,0.16,2.17,7.48,文化传媒
48,3399,600960,渤海汽车,详细  数据  股吧,3.2,1.59,-,-,0.64,-,0.72,-281.42,汽车零部件
49,3400,600961,株冶集团,详细  数据  股吧,7.68,1.45,28.80,24.71,-3.25,7.71,0.25,5.69,有色金属
0,3401,600962,国投中鲁,详细  数据  股吧,8.3,-3.26,-,-,3.23,-,1.48,14.44,食品饮料
1,3402,600963,岳阳林纸,详细  数据  股吧,5.24,-1.13,37.04,31.72,1.06,-,1.25,28.28,造纸印刷
2,3403,600965,福成股份,详细  数据  股吧,6.01,-2.44,28.82,32.73,2.27,1.42,3.78,105.15,农牧饲渔
3,3404,600966,博汇纸业,详细  数据  股吧,7.4,-0.8,9.20,5.80,1.38,0.11,0.6,5.17,造纸印刷
4,3405,600967,内蒙一机,详细  数据  股吧,8.91,0.45,19.57,20.34,1.43,1.34,1.03,-7.35,交运设备
5,3406,600968,海油发展,详细  数据  股吧,2.49,1.63,18.54,19.72,1.23,-,0.63,5.93,采掘行业
6,3407,600969,郴电国际,详细  数据  股吧,8.89,-2.95,52.48,71.65,0.9,0.28,0.93,3.51,电力行业
7,3408,600970,中材国际,详细  数据  股吧,8.21,-0.48,10.15,10.28,1.38,0.11,0.5,12.4,工程建设
8,3409,600971,恒源煤电,详细  数据  股吧,7.5,1.21,5.93,6.49,0.87,0.06,1.2,4.14,煤炭行业
9,3410,600973,宝胜股份,详细  数据  股吧,3.98,-0.5,-,-,1.47,-,0.12,6.38,电网设备
10,3411,600975,新五丰,详细  数据  股吧,8.3,-1.43,-,-,3.32,0.02,3.49,-12.37,农牧饲渔
11,3412,600976,健民集团,详细  数据  股吧,42.0,-1.52,18.78,19.84,3.9,0.13,1.92,65.0,中药
12,3413,600977,中国电影,详细  数据  股吧,10.38,0.19,92.87,81.98,1.73,0.73,3.52,14.17,文化传媒
13,3414,600979,广安爱众,详细  数据  股吧,3.18,-0.93,19.23,18.75,0.95,1.76,1.6,7.43,电力行业
14,3415,600980,北矿科技,详细  数据  股吧,13.72,0.0,25.12,28.96,2.47,0.30,3.27,51.46,小金属
15,3416,600981,汇鸿集团,详细  数据  股吧,2.91,-2.35,26.76,26.24,1.17,5.51,0.15,-41.64,贸易行业
16,3417,600982,宁波能源,详细  数据  股吧,5.9,-1.01,14.26,13.92,1.7,0.09,0.87,25.22,电力行业
17,3418,600983,惠而浦,详细  数据  股吧,7.44,-1.46,-,-,1.94,0.01,1.2,-11.12,家电行业
18,3419,600984,建设机械,详细  数据  股吧,7.33,-0.54,27.81,18.92,1.17,-,1.54,88.73,工程机械
19,3420,600985,淮北矿业,详细  数据  股吧,14.46,1.69,6.88,7.50,1.22,0.17,0.51,3.02,煤炭行业
20,3421,600986,浙文互联,详细  数据  股吧,4.85,-1.42,22.75,21.79,1.61,0.07,0.41,-12.88,文化传媒
21,3422,600987,航民股份,详细  数据  股吧,5.24,-0.95,8.07,8.26,0.99,0.69,0.58,8.38,纺织服装
22,3423,600988,赤峰黄金,详细  数据  股吧,15.26,0.39,43.18,43.58,5.38,-,5.63,28.43,贵金属
23,3424,600989,宝丰能源,详细  数据  股吧,14.6,0.97,15.10,15.14,3.3,0.27,4.31,17.29,化学原料
24,3425,600990,四创电子,详细  数据  股吧,36.67,-0.49,38.33,31.75,2.23,5.52,1.83,45.75,通信设备
25,3426,600992,贵绳股份,详细  数据  股吧,11.46,1.96,88.52,90.51,1.91,31.36,1.08,234.41,通用设备
26,3427,600993,马应龙,详细  数据  股吧,20.99,-1.32,18.66,19.47,2.73,1.69,2.61,15.6,中药
27,3428,600995,文山电力,详细  数据  股吧,12.56,-1.95,387.76,381.42,2.69,-,2.66,15.93,电力行业
28,3429,600996,贵广网络,详细  数据  股吧,7.36,-3.54,-,-,1.92,0.06,2.69,21.23,文化传媒
29,3430,600997,开滦股份,详细  数据  股吧,7.21,1.12,6.37,6.31,0.81,0.10,0.52,2.31,煤炭行业
30,3431,600998,九州通,详细  数据  股吧,12.39,0.41,10.85,9.48,1.07,-,0.19,7.18,医药商业
31,3432,600999,招商证券,详细  数据  股吧,12.9,0.23,10.66,9.63,1.14,0.43,4.13,92.24,证券
32,3433,601000,唐山港,详细  数据  股吧,2.57,-3.38,7.57,7.29,0.8,0.61,2.76,7.3,航运港口
33,3434,601001,晋控煤业,详细  数据  股吧,13.22,4.01,4.38,4.75,1.71,0.01,1.17,4.08,煤炭行业
34,3435,601002,晋亿实业,详细  数据  股吧,4.77,-0.83,20.81,21.27,1.09,-,1.54,-485.22,通用设备
35,3436,601003,柳钢股份,详细  数据  股吧,4.17,-0.95,38.09,7.34,0.89,-,0.11,3.23,钢铁行业
36,3437,601005,重庆钢铁,详细  数据  股吧,1.78,0.0,9.77,6.98,0.7,0.05,0.41,2.29,钢铁行业
37,3438,601006,大秦铁路,详细  数据  股吧,6.53,-0.31,8.42,7.97,0.78,0.73,1.25,6.17,物流行业
38,3439,601007,金陵饭店,详细  数据  股吧,9.27,-2.52,111.76,128.94,2.34,-,2.53,15.11,旅游酒店
39,3440,601008,连云港,详细  数据  股吧,3.85,-1.28,37.65,43.82,1.17,0.16,2.28,4.21,航运港口
40,3441,601009,南京银行,详细  数据  股吧,11.68,5.42,6.97,7.38,1.02,0.32,2.72,1.91,银行
41,3442,601010,文峰股份,详细  数据  股吧,3.04,-2.56,43.80,23.75,1.19,-,2.33,15.55,商业百货
42,3443,601011,宝泰隆,详细  数据  股吧,3.88,0.26,49.20,49.14,0.98,0.29,2.09,11.64,煤炭行业
43,3444,601012,隆基绿能,详细  数据  股吧,70.31,3.4,41.16,41.89,7.6,7.08,4.55,27.93,光伏设备
44,3445,601015,陕西黑猫,详细  数据  股吧,5.12,-0.19,8.41,6.85,1.2,0.02,0.53,40.58,煤炭行业
45,3446,601016,节能风电,详细  数据  股吧,4.3,0.47,26.70,28.08,1.92,1.18,5.77,9.86,电力行业
46,3447,601018,宁波港,详细  数据  股吧,3.95,-1.0,14.37,14.41,1.12,0.48,2.57,6.13,航运港口
47,3448,601019,山东出版,详细  数据  股吧,6.28,-1.26,8.31,8.55,1.04,1.02,1.18,5.42,文化传媒
48,3449,601020,ST华钰,详细  数据  股吧,15.25,5.03,71.71,56.92,3.26,0.72,7.01,32.94,有色金属
49,3450,601021,春秋航空,详细  数据  股吧,46.55,0.69,-,1090.75,3.24,25.33,3.88,25.17,航空机场
0,3451,601028,玉龙股份,详细  数据  股吧,18.75,0.16,43.80,40.30,5.6,0.19,1.26,321.22,贸易行业
1,3452,601038,一拖股份,详细  数据  股吧,11.36,1.07,24.06,29.13,2.17,0.46,1.24,29.42,专用设备
2,3453,601058,赛轮轮胎,详细  数据  股吧,10.65,1.91,26.43,24.85,2.95,-,1.74,51.51,橡胶制品
3,3454,601066,中信建投,详细  数据  股吧,22.35,-0.67,17.24,16.93,2.62,2.04,5.52,362.36,证券
4,3455,601068,中铝国际,详细  数据  股吧,4.48,2.05,-,-,2.57,-,0.58,58.32,工程建设
5,3456,601069,西部黄金,详细  数据  股吧,11.21,0.27,168.19,98.03,4.08,-,2.32,36.7,贵金属
6,3457,601077,渝农商行,详细  数据  股吧,3.86,-0.26,4.41,4.59,0.42,0.31,1.42,0.56,银行
7,3458,601086,国芳集团,详细  数据  股吧,4.02,-2.9,33.58,30.95,1.71,-,2.92,18.2,商业百货
8,3459,601088,中国神华,详细  数据  股吧,31.43,1.39,10.84,12.42,1.57,0.35,1.78,6.04,煤炭行业
9,3460,601098,中南传媒,详细  数据  股吧,9.81,-1.6,11.57,11.63,1.2,2.01,1.51,20.36,文化传媒
10,3461,601099,太平洋,详细  数据  股吧,2.64,0.0,142.95,148.34,1.85,-,10.28,12.35,证券
11,3462,601100,恒立液压,详细  数据  股吧,48.35,0.35,25.88,23.43,6.49,1.36,7.29,22.78,工程机械
12,3463,601101,昊华能源,详细  数据  股吧,8.31,0.61,4.62,4.95,1.0,0.00,1.14,2.24,煤炭行业
13,3464,601106,中国一重,详细  数据  股吧,2.88,-0.69,116.44,117.30,1.72,3.37,0.83,16.55,专用设备
14,3465,601107,四川成渝,详细  数据  股吧,4.03,-0.98,6.82,6.60,0.7,0.03,1.27,6.62,铁路公路
15,3466,601108,财通证券,详细  数据  股吧,7.09,0.0,14.46,12.83,1.32,1.12,5.75,15.05,证券
16,3467,601111,中国国航,详细  数据  股吧,8.74,1.16,-,-,2.42,0.37,1.74,19.58,航空机场
17,3468,601113,ST华鼎,详细  数据  股吧,4.58,5.05,-,-,1.47,0.00,0.67,11.35,化纤行业
18,3469,601116,三江购物,详细  数据  股吧,10.41,-7.88,52.43,64.57,1.81,-,1.46,16.18,商业百货
19,3470,601117,中国化学,详细  数据  股吧,9.38,-0.95,11.95,12.37,1.16,0.37,0.39,-23.05,工程建设
20,3471,601118,海南橡胶,详细  数据  股吧,4.51,0.0,122.49,128.02,2.02,0.70,1.25,26.35,橡胶制品
21,3472,601126,四方股份,详细  数据  股吧,12.67,0.4,21.13,22.80,2.57,0.72,2.26,23.55,电网设备
22,3473,601127,小康股份,详细  数据  股吧,48.16,5.66,-,-,9.25,6.38,3.53,-74.42,汽车整车
23,3474,601128,常熟银行,详细  数据  股吧,7.62,-0.91,9.03,9.55,1.01,0.40,2.61,-12.71,银行
24,3475,601137,博威合金,详细  数据  股吧,13.13,2.26,31.58,33.44,1.87,-,0.92,-25.71,有色金属
25,3476,601138,工业富联,详细  数据  股吧,9.39,0.97,9.29,9.32,1.52,0.62,0.42,58.36,消费电子
26,3477,601139,深圳燃气,详细  数据  股吧,6.62,0.61,14.72,14.07,1.51,6.32,0.8,39.6,燃气
27,3478,601155,新城控股,详细  数据  股吧,24.85,-0.64,4.48,4.46,0.94,-,0.33,1.95,房地产开发
28,3479,601156,东航物流,详细  数据  股吧,23.31,-2.22,8.56,10.20,3.0,0.14,1.52,4.88,物流行业
29,3480,601158,重庆水务,详细  数据  股吧,5.54,0.54,14.03,12.80,1.58,0.90,3.59,9.6,公用事业
30,3481,601162,天风证券,详细  数据  股吧,2.96,0.0,62.09,43.75,1.03,1.42,6.26,14.37,证券
31,3482,601163,三角轮胎,详细  数据  股吧,11.27,-0.27,19.37,15.02,0.8,-,1.06,17.07,橡胶制品
32,3483,601166,兴业银行,详细  数据  股吧,19.59,1.29,4.71,4.92,0.65,0.19,1.81,-1.19,银行
33,3484,601168,西部矿业,详细  数据  股吧,11.79,2.61,8.76,9.58,2.0,0.03,0.73,3.35,有色金属
34,3485,601169,北京银行,详细  数据  股吧,4.44,-0.22,4.14,4.22,0.42,1.25,1.41,-1.49,银行
35,3486,601177,杭齿前进,详细  数据  股吧,7.8,-1.64,23.11,22.77,1.56,0.40,1.44,42.39,通用设备
36,3487,601179,中国西电,详细  数据  股吧,4.14,0.0,36.20,39.00,1.03,0.20,1.4,7.77,电网设备
37,3488,601186,中国铁建,详细  数据  股吧,8.24,-0.6,4.42,4.53,0.53,0.44,0.11,64.55,工程建设
38,3489,601187,厦门银行,详细  数据  股吧,5.81,-0.34,6.79,7.07,0.74,0.34,2.77,2.01,银行
39,3490,601188,龙江交通,详细  数据  股吧,3.02,0.67,23.50,23.64,0.87,-,7.49,17.47,铁路公路
40,3491,601198,东兴证券,详细  数据  股吧,8.0,0.63,18.06,15.65,0.97,2.16,4.98,1.45,证券
41,3492,601199,江南水务,详细  数据  股吧,6.78,0.74,22.28,22.94,1.89,1.80,5.64,14.23,公用事业
42,3493,601200,上海环境,详细  数据  股吧,9.7,0.0,17.18,15.85,1.09,1.83,1.5,14.89,环保行业
43,3494,601208,东材科技,详细  数据  股吧,13.36,-0.3,33.54,35.20,3.25,0.33,3.54,-79.51,塑料制品
44,3495,601211,国泰君安,详细  数据  股吧,14.2,0.28,9.64,8.42,0.92,0.25,3.16,3.01,证券
45,3496,601212,白银有色,详细  数据  股吧,2.68,0.37,165.84,242.78,1.31,12.32,0.25,27.28,有色金属
46,3497,601216,君正集团,详细  数据  股吧,4.22,0.0,8.26,7.85,1.52,-,1.78,5.01,化学原料
47,3498,601218,吉鑫科技,详细  数据  股吧,4.04,1.0,18.98,18.90,1.43,-,2.14,13.21,风电设备
48,3499,601222,林洋能源,详细  数据  股吧,7.3,1.96,16.05,16.16,1.02,-,2.82,12.29,仪器仪表
49,3500,601225,陕西煤业,详细  数据  股吧,17.3,0.23,7.15,7.93,1.84,0.14,1.07,3.18,煤炭行业
0,3501,601226,华电重工,详细  数据  股吧,4.44,-0.67,24.88,17.09,1.34,0.08,0.5,8.5,工程机械
1,3502,601228,广州港,详细  数据  股吧,3.41,-0.87,17.74,18.60,1.41,0.49,1.75,11.56,航运港口
2,3503,601229,上海银行,详细  数据  股吧,6.42,0.0,4.08,4.14,0.48,0.75,1.61,2.68,银行
3,3504,601231,环旭电子,详细  数据  股吧,12.6,-0.16,13.57,14.99,2.14,2.00,0.48,34.44,消费电子
4,3505,601233,桐昆股份,详细  数据  股吧,15.38,0.65,5.21,5.06,1.0,0.03,0.61,13.32,化纤行业
5,3506,601236,红塔证券,详细  数据  股吧,7.89,-1.13,59.65,23.61,1.65,5.06,8.45,-6.86,证券
6,3507,601238,广汽集团,详细  数据  股吧,13.55,3.2,17.77,19.33,1.46,0.66,1.71,-40.04,汽车整车
7,3508,601258,庞大集团,详细  数据  股吧,1.36,2.26,40.45,15.49,1.2,0.92,0.5,-27.01,汽车服务
8,3509,601279,英利汽车,详细  数据  股吧,6.25,10.04,65.83,62.84,2.56,-,1.99,122.17,汽车零部件
9,3510,601288,农业银行,详细  数据  股吧,3.02,-0.66,4.30,4.38,0.5,0.36,1.45,4.72,银行
10,3511,601298,青岛港,详细  数据  股吧,5.63,0.0,9.10,9.22,1.01,2.87,2.17,10.05,航运港口
11,3512,601311,骆驼股份,详细  数据  股吧,8.77,0.8,14.77,12.37,1.19,1.16,0.84,12.7,电池
12,3513,601318,中国平安,详细  数据  股吧,43.82,1.06,8.43,7.88,0.96,-,0.7,2.95,保险
13,3514,601319,中国人保,详细  数据  股吧,4.64,-0.22,10.08,9.48,0.96,1.32,0.33,2.81,保险
14,3515,601326,秦港股份,详细  数据  股吧,2.77,-1.07,14.78,14.90,0.94,3.28,2.35,6.25,航运港口
15,3516,601328,交通银行,详细  数据  股吧,4.94,-0.6,4.12,4.19,0.45,0.36,1.34,2.46,银行
16,3517,601330,绿色动力,详细  数据  股吧,7.28,-0.27,15.16,14.54,1.51,0.39,2.03,17.57,环保行业
17,3518,601333,广深铁路,详细  数据  股吧,2.05,-0.97,-,-,0.54,-,0.7,13.82,物流行业
18,3519,601336,新华保险,详细  数据  股吧,28.05,0.25,8.76,5.85,0.86,1.94,0.41,1.04,保险
19,3520,601339,百隆东方,详细  数据  股吧,5.81,-1.53,5.84,6.36,0.94,0.02,1.11,6.32,纺织服装
20,3521,601360,三六零,详细  数据  股吧,8.14,0.37,68.14,64.47,1.7,-,5.36,549.17,软件开发
21,3522,601366,利群股份,详细  数据  股吧,6.64,-2.21,130.41,71.23,1.35,-,0.72,25.94,商业百货
22,3523,601368,绿城水务,详细  数据  股吧,6.88,10.08,18.67,20.61,1.3,0.48,2.74,7.54,公用事业
23,3524,601369,陕鼓动力,详细  数据  股吧,8.17,0.37,15.64,16.45,1.8,0.63,1.33,13.03,通用设备
24,3525,601375,中原证券,详细  数据  股吧,3.85,-0.26,43.53,34.83,1.31,0.11,4.79,-8.45,证券
25,3526,601377,兴业证券,详细  数据  股吧,6.16,0.49,11.14,8.70,1.0,0.57,2.72,4.77,证券
26,3527,601388,怡球资源,详细  数据  股吧,3.43,0.29,9.46,8.87,1.9,0.11,0.92,7.9,有色金属
27,3528,601390,中国中铁,详细  数据  股吧,6.81,-1.45,5.87,6.10,0.71,0.61,0.15,-25.94,工程建设
28,3529,601398,工商银行,详细  数据  股吧,4.66,-0.43,4.70,4.77,0.56,0.45,1.73,1.74,银行
29,3530,601399,国机重装,详细  数据  股吧,3.04,-0.33,54.73,55.59,1.71,2.80,2.3,-101.75,专用设备
30,3531,601456,国联证券,详细  数据  股吧,10.07,1.92,30.99,32.09,1.72,0.54,9.1,-2.84,证券
31,3532,601500,通用股份,详细  数据  股吧,4.06,-0.73,2762.19,375.84,1.02,-,1.01,-34.61,橡胶制品
32,3533,601512,中新集团,详细  数据  股吧,9.18,-1.08,9.41,9.04,1.08,0.55,3.43,3624.62,房地产开发
33,3534,601515,东风股份,详细  数据  股吧,5.75,-1.37,13.37,11.25,1.46,0.30,2.28,16.31,包装材料
34,3535,601518,吉林高速,详细  数据  股吧,2.68,-0.74,10.80,11.37,0.86,0.05,2.81,4.91,铁路公路
35,3536,601519,大智慧,详细  数据  股吧,5.2,0.58,-,659.65,6.85,19.24,12.68,83.28,软件开发
36,3537,601528,瑞丰银行,详细  数据  股吧,8.26,1.6,9.46,9.81,0.9,0.60,3.66,1.98,银行
37,3538,601555,东吴证券,详细  数据  股吧,6.39,0.79,15.37,13.38,0.86,0.34,3.62,1.2,证券
38,3539,601566,九牧王,详细  数据  股吧,8.18,-0.12,123.18,24.16,1.18,-,1.56,42.83,纺织服装
39,3540,601567,三星医疗,详细  数据  股吧,9.06,0.22,18.64,18.50,1.41,-,1.68,125.58,电网设备
40,3541,601568,北元集团,详细  数据  股吧,7.23,0.28,13.88,14.11,1.87,1.55,1.91,10.94,化学原料
41,3542,601577,长沙银行,详细  数据  股吧,7.53,0.53,4.65,4.80,0.6,0.25,1.41,3.11,银行
42,3543,601579,会稽山,详细  数据  股吧,18.18,-10.0,32.52,31.87,2.44,-,7.22,34.97,酿酒行业
43,3544,601588,北辰实业,详细  数据  股吧,2.31,-2.12,-,38.38,0.54,7.72,0.44,1.04,房地产服务
44,3545,601595,上海电影,详细  数据  股吧,9.66,-2.42,-,197.96,2.24,60.67,6.51,15.99,文化传媒
45,3546,601598,中国外运,详细  数据  股吧,3.86,-0.26,7.40,7.69,0.84,0.21,0.23,5.85,物流行业
46,3547,601599,浙文影业,详细  数据  股吧,3.9,-1.02,40.68,53.07,3.64,0.20,1.7,12.94,文化传媒
47,3548,601600,中国铝业,详细  数据  股吧,4.62,0.87,13.86,15.48,1.39,0.03,0.27,2.28,有色金属
48,3549,601601,中国太保,详细  数据  股吧,21.12,1.98,8.56,7.57,0.92,0.96,0.47,1.63,保险
49,3550,601606,长城军工,详细  数据  股吧,10.37,-0.48,54.20,55.03,2.97,2.18,4.19,-409.94,专用设备
0,3551,601607,上海医药,详细  数据  股吧,18.99,-5.0,16.61,13.78,1.09,1.32,0.32,19.12,医药商业
1,3552,601608,中信重工,详细  数据  股吧,3.35,-0.3,60.20,64.15,1.91,3.79,1.86,17.37,专用设备
2,3553,601609,金田铜业,详细  数据  股吧,7.07,0.28,13.53,14.12,1.42,0.28,0.12,-7.99,有色金属
3,3554,601611,中国核建,详细  数据  股吧,8.47,1.56,13.85,14.64,1.7,1.03,0.25,-4.68,工程建设
4,3555,601615,明阳智能,详细  数据  股吧,23.19,1.84,11.54,15.74,2.23,0.08,1.63,16.93,风电设备
5,3556,601616,广电电气,详细  数据  股吧,3.01,0.0,39.23,37.83,1.18,-,2.78,16.85,电网设备
6,3557,601618,中国中冶,详细  数据  股吧,3.44,-1.15,7.99,8.51,0.83,1.37,0.14,4.43,工程建设
7,3558,601619,嘉泽新能,详细  数据  股吧,3.97,-0.5,11.35,12.85,1.78,0.02,7.02,19.32,电力行业
8,3559,601628,中国人寿,详细  数据  股吧,25.15,0.36,18.95,13.96,1.53,14.81,0.86,2.37,保险
9,3560,601633,长城汽车,详细  数据  股吧,31.9,10.0,43.91,43.88,4.58,1.98,2.12,12.49,汽车整车
10,3561,601636,旗滨集团,详细  数据  股吧,11.04,1.1,7.65,7.01,2.16,0.06,2.02,7.12,玻璃玻纤
11,3562,601658,邮储银行,详细  数据  股吧,5.26,0.19,6.08,6.38,0.74,0.32,1.49,3.47,银行
12,3563,601665,齐鲁银行,详细  数据  股吧,5.05,-0.2,7.26,7.62,0.84,0.32,2.19,0.72,银行
